zipcode,city,lat,lon,state
19110,Philadelphia,39.9502120000,-75.1635720000,PA
19111,Lawndale,40.0631700000,-75.0813170000,PA
19112,Philadelphia,39.8922130000,-75.1796230000,PA
19113,Lester,39.8699580000,-75.2774580000,PA
19114,Torresdale South,40.0198160000,-75.0656170000,PA
19115,Philadelphia,40.0784100000,-75.0450650000,PA
19116,Philadelphia,40.1047090000,-75.0067710000,PA
19118,Springfield,40.0723100000,-75.2033710000,PA
19119,Philadelphia,40.0681420000,-75.1230240000,PA
19120,Philadelphia,40.0316110000,-75.1190190000,PA
26137,Tanner,38.8285820000,-81.1321510000,WV
26260,Davis,39.1300560000,-79.4683290000,WV
26287,Parsons,39.0960160000,-79.6787240000,WV
30069,Marietta,33.9124730000,-84.5571810000,GA
40737,Keavy,36.9975870000,-84.1290210000,KY
19133,Philadelphia,39.9925620000,-75.1373200000,PA
19134,Philadelphia,39.9946620000,-75.1079690000,PA
19135,Philadelphia,40.0170610000,-75.0986180000,PA
19136,Philadelphia,40.0446610000,-75.0206650000,PA
19137,Philadelphia,39.9861620000,-75.1506710000,PA
19138,Philadelphia,40.0562610000,-75.1611700000,PA
19139,Philadelphia,39.9962110000,-75.1175190000,PA
19140,Philadelphia,40.0148610000,-75.1283020000,PA
19141,Philadelphia,40.0096110000,-75.1503200000,PA
19142,Philadelphia,39.9633390000,-75.1616720000,PA
19143,Philadelphia,39.9573120000,-75.1870230000,PA
19144,Philadelphia,40.0331110000,-75.1798710000,PA
19145,Philadelphia,39.9170020000,-75.1877000000,PA
19146,Philadelphia,39.9451120000,-75.1758220000,PA
19147,Philadelphia,39.9362120000,-75.1559730000,PA
19148,Philadelphia,39.9503620000,-75.1553710000,PA
19149,Philadelphia,40.0243610000,-75.0816680000,PA
19150,Lynnewood Gardens,40.0723100000,-75.1712200000,PA
19151,Overbrook Hls,39.9866110000,-75.2131740000,PA
19152,Philadelphia,40.0140110000,-75.0868180000,PA
26296,Whitmer,38.7533800000,-79.8147130000,WV
26306,Fbi,39.2852040000,-80.3853440000,WV
26320,Wilbur,39.4506120000,-80.8700810000,WV
41080,Petersburg,39.0390960000,-84.8378320000,KY
41216,East Point,37.7579350000,-82.8181870000,KY
19173,Verizon,40.0018110000,-75.1178700000,PA
19175,Mellon Bank East,39.9905620000,-75.1295700000,PA
19177,Wachovia Bank,40.0018110000,-75.1178700000,PA
19178,Wachovia Bank,40.0018110000,-75.1178700000,PA
19179,Veterans Administration,40.0018110000,-75.1178700000,PA
19181,Colonial Penn Group,40.0018110000,-75.1178700000,PA
19182,Pnc Bank,40.0018110000,-75.1178700000,PA
19183,Colonial Penn (Brm),40.0018110000,-75.1178700000,PA
19184,Sunmark Industries,40.0018110000,-75.1178700000,PA
19185,Selective Service System,40.0018110000,-75.1178700000,PA
19187,A A R P Ins,40.0018110000,-75.1178700000,PA
19188,Hosiery Corp Of America,40.0018110000,-75.1178700000,PA
19190,National Passport Agency,39.9500000000,-75.1600000000,PA
19191,Wachovia Bank,40.0018110000,-75.1178700000,PA
19192,Cigna Corporation,39.9511120000,-75.1676220000,PA
19193,Ford Motor Credit Corp,40.0018110000,-75.1178700000,PA
26330,Brushy Fork,39.3093030000,-80.2823060000,WV
26335,Gem,38.7775460000,-80.6569740000,WV
19320,West Bradford,39.9688620000,-75.8291630000,PA
19335,West Bradford,40.0312650000,-75.7226140000,PA
19339,Concordville,39.9340470000,-75.4059870000,PA
19340,Concordville,39.9340470000,-75.4059870000,PA
19341,Franklin Ctr,40.0498520000,-75.6370350000,PA
19343,W Brandywine,40.1008920000,-75.7530710000,PA
19344,W Brandywine,40.0895610000,-75.8675330000,PA
19348,Kennett Square,39.8678640000,-75.7163330000,PA
19352,New Londn Twp,39.7787030000,-75.8875800000,PA
19353,Lionville,40.0131580000,-75.4990460000,PA
19355,Malvern,40.0295100000,-75.7135990000,PA
19372,Downingtown,39.9939290000,-75.8185720000,PA
19380,West Bradford,39.9801070000,-75.6105030000,PA
19381,Gay Street,39.9831530000,-75.7480550000,PA
19383,West Chester University,39.9454500000,-75.6024010000,PA
19390,Chatham,39.8413670000,-75.8479440000,PA
26525,Bruceton Mls,39.6662930000,-79.6202410000,WV
30071,Peachtree Cor,33.9444610000,-84.2109690000,GA
30220,Lone Oak,33.2756190000,-84.7412660000,GA
16667,Saint Clairsv,40.1818010000,-78.4933710000,PA
19422,Center Square,40.1575500000,-75.2799410000,PA
19424,Blue Bell,40.2118960000,-75.3558600000,PA
19425,Chester Sprgs,40.1038580000,-75.6399940000,PA
19426,Graterford,40.2360830000,-75.4302720000,PA
19428,W Cnshohocken,40.0825090000,-75.3043770000,PA
19429,Conshohocken,40.2118960000,-75.3558600000,PA
19436,Gwynedd,40.2007570000,-75.2506650000,PA
19437,Gwynedd Vly,40.1810540000,-75.2578550000,PA
22565,Thornburg,38.1372160000,-77.5188650000,VA
18248,Sheppton,40.9019770000,-76.1187640000,PA
19438,Lower Salford,40.2741880000,-75.3951880000,PA
39144,Pattison,32.0054790000,-90.9812740000,MS
39145,Pelahatchie,32.3385700000,-89.8332280000,MS
39146,Pickens,32.9503790000,-90.0263100000,MS
38650,Myrtle,34.5129920000,-89.1335230000,MS
39061,Delta City,32.8797950000,-90.8109600000,MS
38658,Pope,34.1962410000,-89.8885590000,MS
19440,North Penn,40.2820200000,-75.3584910000,PA
39063,Durant,33.0715310000,-89.8995930000,MS
19441,Harleysville Insurance Co,40.2118960000,-75.3558600000,PA
19444,Miquon,40.0852600000,-75.2574230000,PA
41254,River,37.8794860000,-82.7250520000,KY
19446,Upper Gwynedd,40.2242450000,-75.2915600000,PA
19451,Mainland,40.2118960000,-75.3558600000,PA
19453,Mont Clare,40.1519180000,-75.5043830000,PA
19454,Gwynedd,40.2201060000,-75.2378770000,PA
29215,Bell South,34.0059920000,-80.9707660000,SC
39556,Kiln,30.4874980000,-89.4187220000,MS
19468,Limerick,40.2089400000,-75.4902150000,PA
19470,St Peters,40.1867070000,-75.7287590000,PA
19472,Sassamansvlle,40.3447730000,-75.5774580000,PA
19473,Fruitville,40.2247890000,-75.4785340000,PA
19477,Springhouse,40.1859340000,-75.2324070000,PA
19480,Eagle,40.0980320000,-75.6880050000,PA
19493,Valley Forge,39.9831530000,-75.7480550000,PA
19494,Valley Forge,39.9831530000,-75.7480550000,PA
19495,Valley Forge,39.9831530000,-75.7480550000,PA
19496,Valley Forge,39.9831530000,-75.7480550000,PA
19504,Harlem,40.3353950000,-75.7201310000,PA
19505,Eshbach,40.4585230000,-75.7418630000,PA
19506,Garfield,40.4549970000,-75.9064600000,PA
19507,Bethel,40.4912140000,-76.2692310000,PA
22432,Burgess,37.8374350000,-76.3454930000,VA
20625,Cobb Island,38.2620370000,-76.8501900000,MD
19508,Lincoln Heights,40.4048480000,-75.8866420000,PA
26611,Cedarville,38.9136490000,-80.8312560000,WV
30298,Forest,33.5006970000,-84.3512730000,GA
39074,Forest,32.3998530000,-89.5052980000,MS
40012,Chaplin,37.9031510000,-85.1915330000,KY
19512,Morysville,40.3640680000,-75.8709710000,PA
19518,Kulptown,40.3653220000,-75.8487290000,PA
19519,Earlville,40.3189860000,-75.7333680000,PA
19520,Marsh,40.1562930000,-75.7864920000,PA
19522,Ruscmbmnr Twp,40.3263920000,-75.8083030000,PA
19525,Layfield,40.3099520000,-75.5848850000,PA
19526,Moselem,40.3680350000,-75.8617880000,PA
26802,Brandywine,38.6846920000,-79.3535640000,WV
26810,Lost River,38.9995180000,-78.8212260000,WV
26815,Moyers,38.6846920000,-79.3535640000,WV
30301,Atlanta,33.8443710000,-84.4740500000,GA
30302,Atlanta,33.8443710000,-84.4740500000,GA
16844,Julian,40.9019340000,-77.7508120000,PA
16936,Millerton,41.9084300000,-77.0112310000,PA
39080,Harperville,32.4925330000,-89.4945850000,MS
17074,Montgomery Fy,40.5060530000,-77.1291290000,PA
17075,Newton Hamltn,40.3931300000,-77.8316350000,PA
17352,Gatchellville,39.8386390000,-76.4498740000,PA
18371,Tamiment,41.3409360000,-75.0240550000,PA
16679,Six Mile Run,40.1697990000,-78.2121850000,PA
16680,Smithmill,40.7601160000,-78.4500430000,PA
21626,Crapo,38.3236040000,-76.0973370000,MD
19539,Mertztown,40.4323110000,-75.7965710000,PA
18844,Springville,41.8203460000,-75.8046300000,PA
21627,Crocheron,38.2426080000,-76.0530640000,MD
18845,Stevensville,41.7719700000,-76.5212660000,PA
16841,Howard,40.9181990000,-77.6796550000,PA
17862,Penns Creek,40.8574260000,-77.0649410000,PA
18351,Portland,40.9213860000,-75.0970070000,PA
19540,Mohnton,40.3216650000,-75.8047570000,PA
19544,Mount Aetna,40.4186620000,-76.2943640000,PA
18401,Aldenville,41.6159890000,-75.2747080000,PA
19545,New Berlinvle,40.3396800000,-75.6301600000,PA
26852,Junction,39.3140710000,-78.6594280000,WV
26865,Yellow Spring,39.3140710000,-78.6594280000,WV
41274,Wittensville,37.8995270000,-82.7811530000,KY
19555,Kindts Corner,40.4112790000,-75.8870160000,PA
19559,Upper Tulpehocken,40.4943680000,-76.1864600000,PA
19560,Cherokee Ranch,40.3959080000,-75.8898490000,PA
19567,Host,40.4327590000,-75.9257070000,PA
19601,Greenfield Manor,40.3572420000,-75.9401530000,PA
19602,West Reading,40.3265460000,-75.9159190000,PA
19605,Muhlenberg,40.4049420000,-75.9416030000,PA
19606,Reading Sta,40.3351190000,-75.8749760000,PA
31144,Namg,33.9982622000,-84.5797646000,GA
19607,Kenhorst,40.2994630000,-75.9876060000,PA
19608,S Heidelberg,40.3163420000,-75.9355210000,PA
19609,West Lawn,40.3279920000,-75.9908070000,PA
19610,Berkshire Heights,40.3380170000,-75.9780060000,PA
30308,Atlanta,33.7940550000,-84.3773260000,GA
19721,New Castle,39.5644990000,-75.5970470000,DE
19725,Shared Firm Zip,39.5644990000,-75.5970470000,DE
19726,Shared Firm Zip,39.5644990000,-75.5970470000,DE
19734,Townsend,39.4306660000,-75.6464080000,DE
19803,Talleyville,39.7993600000,-75.5316940000,DE
19804,Stanton,39.7595770000,-75.6171980000,DE
19805,Wilmington,39.7431070000,-75.5934470000,DE
19807,Wilmington,39.7949430000,-75.6161340000,DE
19808,Wilmington,39.7359120000,-75.6647290000,DE
19809,Wilmington,39.7647120000,-75.5068920000,DE
19810,Wilmington,39.7639610000,-75.5278120000,DE
19884,Bank Of America,39.5644990000,-75.5970470000,DE
19885,Wilmington,39.5644990000,-75.5970470000,DE
19886,Bank Of America,39.5644990000,-75.5970470000,DE
19890,Wilmington Trust,39.5644990000,-75.5970470000,DE
19891,Bank Of America,39.5644990000,-75.5970470000,DE
19892,Wilmington,39.5644990000,-75.5970470000,DE
19893,Wilmington,39.5644990000,-75.5970470000,DE
27006,Redland,35.9453810000,-80.4486860000,NC
27007,Ash Hill,36.3859030000,-80.5895070000,NC
27009,Belews Creek,36.2132660000,-80.0846670000,NC
29301,Sptbg,35.0113090000,-81.9934030000,SC
19967,Ocean View,38.7005180000,-75.2422940000,DE
19970,Oceanview,38.6215870000,-75.1046450000,DE
22824,Edinburg,38.8181910000,-78.6377680000,VA
38957,Sumner,33.9833230000,-90.3895210000,MS
19975,Fenwick Island,38.5507840000,-75.3303070000,DE
20024,Ft L J Mcnair,38.8764940000,-77.0229480000,DC
20032,Washington,38.8368000000,-76.9976970000,DC
20042,Washington,38.8933110000,-77.0146470000,DC
20047,Washington,38.8933110000,-77.0146470000,DC
20049,Washington,38.8959110000,-77.0209980000,DC
20050,Washington,38.8933110000,-77.0146470000,DC
20052,Washington,38.9001400000,-77.0478990000,DC
20053,Washington,38.8933110000,-77.0146470000,DC
20055,Washington,38.9016330000,-77.0209590000,DC
20057,Washington,38.8933110000,-77.0146470000,DC
23022,Bremo Bluff,37.8484080000,-78.2773930000,VA
20058,Washington,38.8933110000,-77.0146470000,DC
23023,Bruington,37.7018230000,-76.9162480000,VA
20059,Washington,38.8933110000,-77.0146470000,DC
20060,Washington,38.9180110000,-77.0203980000,DC
22830,Fulks Run,38.6400830000,-78.9405530000,VA
23119,Moon,37.4102860000,-76.2941030000,VA
23123,New Canton,37.5632250000,-78.5364300000,VA
27127,Winston Salem,36.0408150000,-80.2826450000,NC
27150,Winston Salem,36.0274820000,-80.2072800000,NC
24557,Gretna,36.9830150000,-79.3211010000,VA
24634,Pilgrims Knob,37.2879920000,-82.0274080000,VA
30331,South Fulton,33.7242750000,-84.5785810000,GA
20068,Washington,38.8933110000,-77.0146470000,DC
41181,Willard,38.2044590000,-82.9076150000,KY
39429,Columbia,31.2181880000,-89.8018720000,MS
43029,Irwin,40.1282080000,-83.4425480000,OH
39443,Laurel,31.6869520000,-89.1212960000,MS
42171,Smiths Grove,37.0182300000,-86.1870450000,KY
20069,Washington,38.8933110000,-77.0146470000,DC
41650,Melvin,37.3536140000,-82.6762570000,KY
20070,Washington,38.8933110000,-77.0146470000,DC
20071,Washington Post,38.8933110000,-77.0146470000,DC
20073,Washington,38.8970110000,-77.0250980000,DC
20074,Washington,38.8933110000,-77.0146470000,DC
20075,Washington,38.8933110000,-77.0146470000,DC
20076,Washington,38.8933110000,-77.0146470000,DC
20077,Washington,38.8933110000,-77.0146470000,DC
20078,Washington,38.8933110000,-77.0146470000,DC
20080,Washington,38.8933110000,-77.0146470000,DC
20081,Washington,38.8933110000,-77.0146470000,DC
20082,Washington,38.8933110000,-77.0146470000,DC
20090,Washington,38.8933110000,-77.0146470000,DC
20101,Dulles P & D Center,39.0021250000,-77.4420660000,VA
20102,Dulles Air Transfer Office,39.0853090000,-77.6452240000,VA
20103,Stamp Distribution Network,38.9962420000,-77.4499520000,VA
20104,Inspection Service Forensic,39.0853090000,-77.6452240000,VA
20105,Stone Ridge,38.9577180000,-77.6037500000,VA
27157,Winston Salem,36.0274820000,-80.2072800000,NC
27198,Winston Salem Courtesy Reply,36.0274820000,-80.2072800000,NC
41824,Isom,37.1932110000,-82.8753970000,KY
42445,Princeton,37.1406060000,-87.8656350000,KY
20171,Herndon,38.9251800000,-77.3928400000,VA
41365,Rogers,37.7156990000,-83.6363490000,KY
20176,Leesburg,39.1197270000,-77.6034580000,VA
20186,Airlie,38.6898320000,-77.8361150000,VA
20187,Vint Hill Frm,38.7152960000,-77.7416960000,VA
20188,Vint Hill Frm,38.7656190000,-77.8202930000,VA
20190,Reston,38.9614600000,-77.3418000000,VA
20191,Reston,38.9318100000,-77.3527180000,VA
20192,Hundon,38.8318130000,-77.2887550000,VA
20194,Reston,38.9807420000,-77.3418780000,VA
20195,Reston,38.8318130000,-77.2887550000,VA
20196,Reston,38.8318130000,-77.2887550000,VA
20201,Washington,38.8933110000,-77.0146470000,DC
20202,Washington,38.8933110000,-77.0146470000,DC
20203,Washington,38.9053170000,-77.0466450000,DC
20204,Washington,38.8933110000,-77.0146470000,DC
20206,Washington,38.8933110000,-77.0146470000,DC
20207,Washington,38.8933110000,-77.0146470000,DC
27326,Ruffin,36.4610830000,-79.5970010000,NC
29429,Mt Pleasant,33.0062540000,-79.6561190000,SC
20221,Washington,38.8933110000,-77.0146470000,DC
20222,Washington,38.8933110000,-77.0146470000,DC
20223,Washington,38.8933110000,-77.0146470000,DC
20224,Washington,38.8933110000,-77.0146470000,DC
20226,Washington,38.8933110000,-77.0146470000,DC
20227,Washington,38.8933110000,-77.0146470000,DC
20228,Washington,38.8933110000,-77.0146470000,DC
20229,Washington,38.8933110000,-77.0146470000,DC
20230,Washington,38.8933110000,-77.0146470000,DC
20232,Washington,38.9005610000,-77.0390990000,DC
20233,Washington,38.8933110000,-77.0146470000,DC
20235,Washington,38.9153610000,-77.0571990000,DC
20237,Broadcasting Bd Of Governors,38.8900000000,-77.0300000000,DC
32237,Jax,30.3449400000,-81.6831070000,FL
20238,Washington,38.8933110000,-77.0146470000,DC
20239,Washington,38.8933110000,-77.0146470000,DC
20240,Washington,38.8971430000,-77.0408950000,DC
20241,Washington,38.8933110000,-77.0146470000,DC
20242,Washington,38.8678120000,-77.0289480000,DC
20244,Washington,38.8933110000,-77.0146470000,DC
29438,Edisto,32.5023980000,-80.3075090000,SC
29440,Maryville,33.4393270000,-79.3675250000,SC
29451,Isle Of Palms,32.8072060000,-79.7605160000,SC
29453,Shulerville,33.1833890000,-79.7149920000,SC
44634,Homeworth,40.8300590000,-81.0332980000,OH
20299,Washington,38.8933110000,-77.0146470000,DC
20301,Washington,38.8893570000,-77.0311130000,DC
20303,National Imaging And Mapping,38.8933110000,-77.0146470000,DC
20306,Washington,38.8933110000,-77.0146470000,DC
20310,Washington,38.8933110000,-77.0146470000,DC
20314,Us Army Corp Of Engineers,38.8933110000,-77.0146470000,DC
20317,Washington,38.9311610000,-77.0102980000,DC
20318,Joint Staff,38.8933110000,-77.0146470000,DC
20319,Washington,38.8667450000,-77.0165560000,DC
20330,Washington,38.8933110000,-77.0146470000,DC
20340,Washington,38.8933110000,-77.0146470000,DC
20350,Washington,38.8933110000,-77.0146470000,DC
20355,Washington,38.8900000000,-77.0300000000,DC
20370,Washington,38.8933110000,-77.0146470000,DC
20372,Washington,38.8933110000,-77.0146470000,DC
20373,Jbab,38.8933110000,-77.0146470000,DC
20374,Washington Na,38.8555220000,-77.0021970000,DC
20375,Washington,38.8261630000,-77.0174480000,DC
29702,Cherokee Fls,35.1095300000,-81.4941930000,SC
30338,Sandy Spgs,33.9668500000,-84.3249160000,GA
30357,Atlanta,33.8443710000,-84.4740500000,GA
41849,Seco,37.1739260000,-82.7161660000,KY
43718,Belmont,40.0040090000,-80.9880430000,OH
44677,Smithville,40.8725450000,-81.8552660000,OH
20395,Washington,38.8933110000,-77.0146470000,DC
32395,Tallahassee,30.4793470000,-84.3462040000,FL
20398,Washington Na,38.8933110000,-77.0146470000,DC
20401,Washington,38.8933110000,-77.0146470000,DC
20402,Washington,38.8933110000,-77.0146470000,DC
20403,Washington,38.8933110000,-77.0146470000,DC
20404,Washington,38.8991610000,-77.0089480000,DC
20405,Washington,38.8933110000,-77.0146470000,DC
20406,Washington,38.8933110000,-77.0146470000,DC
20407,Washington,38.8933110000,-77.0146470000,DC
20408,Washington,38.8933110000,-77.0146470000,DC
20410,Washington,38.8933110000,-77.0146470000,DC
20411,Washington,38.8839620000,-77.0220980000,DC
20412,Washington,38.8952610000,-77.0220980000,DC
20413,Washington,38.8933110000,-77.0146470000,DC
20414,Washington,38.8839620000,-77.0220980000,DC
20415,Washington,38.8933110000,-77.0146470000,DC
20416,Washington,38.8933110000,-77.0146470000,DC
20417,Washington,38.9068263000,-77.0059166000,DC
27407,Sedgefield,36.0017910000,-79.8886720000,NC
27557,Middlesex,35.5871860000,-78.2327450000,NC
27591,Eagle Rock,35.8113240000,-78.3959660000,NC
20431,Washington,38.8986180000,-77.0427530000,DC
43154,Stoutsville,39.6160000000,-82.8085800000,OH
43724,Caldwell,39.7444460000,-81.4830490000,OH
41612,Bypro,37.3465450000,-82.7165290000,KY
20433,Washington,38.8999960000,-77.0419760000,DC
20434,Washington,38.8933110000,-77.0146470000,DC
20435,Washington,38.8993990000,-77.0403190000,DC
20436,Washington,38.8959270000,-77.0210680000,DC
20437,Washington,38.9027610000,-77.0484990000,DC
20439,Washington,38.8933110000,-77.0146470000,DC
20440,Washington,38.9139110000,-77.0453490000,DC
20441,Washington,38.9238610000,-77.0363490000,DC
20442,Washington,38.8959770000,-77.0176680000,DC
20444,Washington,38.8933110000,-77.0146470000,DC
20447,Washington,38.8847120000,-77.0251980000,DC
20451,Washington,38.8977110000,-77.0444490000,DC
20453,Washington,38.8933110000,-77.0146470000,DC
20456,Washington,38.8981110000,-77.0401490000,DC
20460,Washington,38.8763620000,-77.0187980000,DC
41861,Raven,37.3876210000,-82.8361440000,KY
42124,Beaumont,36.8576660000,-85.6495830000,KY
20463,Washington,38.8933110000,-77.0146470000,DC
42021,Arlington,36.7890330000,-89.0091780000,KY
42022,Bandana,37.1480070000,-88.9485620000,KY
41760,Scuddy,37.1971070000,-83.0817350000,KY
41763,Slemp,37.0704920000,-83.1136380000,KY
20468,Washington,38.8933110000,-77.0146470000,DC
20469,Washington,38.8933110000,-77.0146470000,DC
27593,Wilsons Mills,35.5907310000,-78.3607230000,NC
30360,Winters Chapel,33.9310690000,-84.2777720000,GA
30361,Atlanta,33.8443710000,-84.4740500000,GA
20505,Washington,38.8933110000,-77.0146470000,DC
44816,Birmingham,41.3348980000,-82.3550350000,OH
42027,Boaz,36.9001490000,-88.6370390000,KY
43731,Crooksville,39.7041420000,-82.1650110000,OH
43450,Pemberville,41.3987980000,-83.4840860000,OH
20506,Washington,38.8993640000,-77.0376680000,DC
20507,Washington,38.8933110000,-77.0146470000,DC
20508,Us Trade Representative,38.8933110000,-77.0146470000,DC
20509,Washington,38.8900000000,-77.0300000000,DC
20510,Washington,38.8933110000,-77.0146470000,DC
20511,Dir National Intelligence,38.9700000000,-77.0500000000,DC
20515,Washington,38.8933110000,-77.0146470000,DC
20520,Washington,38.8932170000,-77.0489570000,DC
20521,Washington,38.8933110000,-77.0146470000,DC
20522,Government Agency,38.8932170000,-77.0489570000,DC
20523,Washington,38.8944900000,-77.0478070000,DC
20524,Washington,38.9024140000,-77.0326010000,DC
20525,Washington,38.8933110000,-77.0146470000,DC
20526,Washington,38.9022170000,-77.0437380000,DC
20527,Washington,38.9029330000,-77.0360910000,DC
20528,Dept Homeland Security,38.8900000000,-77.0300000000,DC
20529,Us Citizenship Immigration,38.8900000000,-77.0300000000,DC
20530,Washington,38.8975610000,-77.0269980000,DC
20531,Washington,38.8937610000,-77.0218480000,DC
27699,Raleigh,35.7976920000,-78.6252650000,NC
27701,East Durham,36.0043070000,-78.8754670000,NC
30362,Doraville,33.8912510000,-84.0745600000,GA
20541,Washington,38.8874050000,-77.0046630000,DC
20542,Washington,38.9407610000,-77.0283480000,DC
20543,Washington,38.8933110000,-77.0146470000,DC
20544,Washington,38.8933110000,-77.0146470000,DC
20546,Washington,38.8909760000,-77.0210920000,DC
20547,Washington,38.8933110000,-77.0146470000,DC
20548,Washington,38.8981110000,-77.0176980000,DC
20549,Washington,38.8933110000,-77.0146470000,DC
20551,Washington,38.8919950000,-77.0452190000,DC
20559,Washington,38.8874050000,-77.0046630000,DC
20560,Washington,38.8933110000,-77.0146470000,DC
20565,Washington,38.8919410000,-77.0188530000,DC
20566,Washington,38.8970740000,-77.0553500000,DC
20570,Washington,38.8990610000,-77.0401490000,DC
20571,Washington,38.9005590000,-77.0345540000,DC
20572,Washington,38.8933110000,-77.0146470000,DC
20573,Washington,38.8933110000,-77.0146470000,DC
20575,Washington,38.8933110000,-77.0146470000,DC
20576,Washington,38.8936620000,-77.0235920000,DC
20577,Washington,38.9007580000,-77.0344550000,DC
27709,Rtp,36.0511550000,-78.8576510000,NC
27710,Durham,36.0511550000,-78.8576510000,NC
27871,Bear Grass,35.8345640000,-77.2484890000,NC
30371,Atlanta,33.8443710000,-84.4740500000,GA
20597,Washington,38.8933110000,-77.0146470000,DC
47136,Lanesville,38.2276840000,-85.9903890000,IN
20598,Dept Hs,38.8800000000,-77.2300000000,VA
20599,Washington,38.8933110000,-77.0146470000,DC
20602,Waldorf,38.5185590000,-76.9121650000,MD
20603,Waldorf,38.5211500000,-77.0620120000,MD
20604,Waldorf,38.5095480000,-76.9816510000,MD
20608,Eagle Harbor,38.5888430000,-76.7126390000,MD
20615,Broomes Island,38.4939840000,-76.5674690000,MD
20616,Marshall Hall,38.6362270000,-77.0846490000,MD
20621,Maddox,38.3509870000,-76.7832880000,MD
20622,Charlotte Hall,38.4844210000,-76.7549430000,MD
20640,Pisgah,38.4539990000,-77.0528190000,MD
20645,Swan Point,38.2984770000,-76.8849100000,MD
20646,Laplata,38.5138750000,-77.0103400000,MD
20658,Rison,38.5633310000,-77.1596210000,MD
20659,Mechanicsvlle,38.2792110000,-76.6084060000,MD
20670,Patuxent River Naval Air Sta,38.2810940000,-76.4209520000,MD
20674,Piney Pt,38.1686300000,-76.4983670000,MD
27892,Bear Grass,35.8212050000,-77.1021930000,NC
30374,Atlanta,33.8443710000,-84.4740500000,GA
20701,Annapolis Junction,39.1332000000,-76.7988430000,MD
45307,Bowersville,39.5755970000,-83.7153230000,OH
45648,Lucasville,38.8884220000,-82.9813200000,OH
45310,Burkettsville,40.3541060000,-84.6435320000,OH
44861,Old Fort,41.2352060000,-83.1523600000,OH
44880,Sullivan,41.0283710000,-82.2429150000,OH
46994,Walton,40.6771280000,-86.2609270000,IN
46781,Poneto,40.6396840000,-85.2591630000,IN
46065,Rossville,40.3609730000,-86.6034490000,IN
20703,Seabrook,38.8335630000,-76.8777430000,MD
20705,Calverton,39.0448580000,-76.8867950000,MD
20706,Glenarden,38.9607600000,-76.8561350000,MD
20708,Montpelier,39.0498590000,-76.8344930000,MD
20709,Montpelier,38.8335630000,-76.8777430000,MD
20712,Mt Rainier,38.9426600000,-76.9670570000,MD
20714,Rose Haven,38.6104960000,-76.5959010000,MD
20716,South Bowie,38.9263110000,-76.7097890000,MD
20717,Mitchellville,38.8335630000,-76.8777430000,MD
20719,W Bowie,38.8335630000,-76.8777430000,MD
20721,Mitchellville,38.9193570000,-76.7871410000,MD
20722,N Brentwood,38.8868490000,-76.8657640000,MD
20723,Scaggsville,39.1365200000,-76.8687290000,MD
20724,Russett,39.0980080000,-76.8044430000,MD
20731,Capitol Heights,38.8335630000,-76.8777430000,MD
20732,Chesapeake Beach,38.5658410000,-76.5261690000,MD
27906,Elizabeth Cty,36.2853880000,-76.2132840000,NC
47964,Mount Ayr,40.9775670000,-87.3969820000,IN
47165,Pekin,38.5128780000,-86.0105670000,IN
47177,Underwood,38.5848230000,-85.7486310000,IN
20743,Fairmount Hgt,38.8897110000,-76.8925440000,MD
20744,Fort Washington,38.7571140000,-76.9775960000,MD
20745,National Harbor,38.8143620000,-76.9577460000,MD
20746,Hillcrest Hts,38.8349120000,-76.9127450000,MD
20747,Forestville,38.8512620000,-76.8857440000,MD
20748,Marlow Hgts,38.8172630000,-76.9357950000,MD
20749,Fort Washington,38.8335630000,-76.8777430000,MD
20753,Forestville,38.8335630000,-76.8777430000,MD
20755,Ft Meade,39.1543070000,-76.6911900000,MD
20762,Jb Andrews,38.8062070000,-76.8755510000,MD
20771,Greenbelt,38.8335630000,-76.8777430000,MD
20772,Uppr Marlboro,38.8161710000,-76.7860930000,MD
20773,Uppr Marlboro,38.8335630000,-76.8777430000,MD
20774,Glenarden,38.8682120000,-76.8155910000,MD
30183,Waleska,34.3386050000,-84.5776010000,GA
45347,New Paris,39.7833780000,-84.6688920000,OH
20781,Tuxedo,38.9416100000,-76.9374460000,MD
20782,University Pa,38.9122110000,-76.9672470000,MD
20783,Langley Park,39.0005090000,-76.9722970000,MD
20784,New Carrollton,38.9513100000,-76.8957950000,MD
20785,N Englewood,38.9222610000,-76.8754940000,MD
20787,Langley Park,38.9870700000,-76.9824050000,MD
20788,W Hyattsville,38.9694340000,-76.9509130000,MD
20790,Capitol Heights,38.8335630000,-76.8777430000,MD
20791,Capitol Heights,38.8335630000,-76.8777430000,MD
20792,Largo,38.8100000000,-76.7400000000,MD
20797,Sthrn Md Fac,38.8335630000,-76.8777430000,MD
20799,Capitol Heights,38.8335630000,-76.8777430000,MD
20810,Geico,38.9800000000,-77.1000000000,MD
27915,Kinnakeet,35.7764740000,-75.6358230000,NC
30204,Aldora,33.0757700000,-84.1457060000,GA
45866,Montezuma,40.4890280000,-84.5493910000,OH
46932,Galveston,40.6342540000,-86.2696250000,IN
20852,No Bethesda,39.0521580000,-77.1210960000,MD
20854,Rockville,39.0298390000,-77.2347920000,MD
20855,Rockville,39.1428570000,-77.1381450000,MD
20857,Rockville,39.1439790000,-77.2076170000,MD
20859,Rockville,39.1439790000,-77.2076170000,MD
20871,Hyattstown,39.2077750000,-77.2598160000,MD
